nombre,frec,edad_media
LIZ ADRIANA,6,30.33
LIZBETH EUGENIA,6,41
LIZBETH YADIRA,6,33.67
LIZETH DEL CARMEN,6,30.67
LIZETH YADIRA,6,30.5
LONGINA,6,45.17
LORENA CONCEPCION,6,32.83
LORENA DEL ROSARIO,6,42.17
LORENA JUDITH,6,39.17
LORENA YADIRA,6,40.5
LOURDES EUGENIA,6,45.33
LOURDES KARINA,6,29.67
LOURDES MA,6,50.17
LOURDES MAGDALENA,6,43.83
LOURDES ROCIO,6,44.33
LOURDES SUSANA,6,40.83
LUCELY GUADALUPE,6,31.17
LUCERO YAZMIN,6,28.5
LUCIA ADRIANA,6,38.83
LUCIA CONCEPCION,6,34.67
LUCIA IRENE,6,33.17
LUCIA JOSEFINA,6,45.17
LUCIA OTILIA,6,55
LUCIA VERONICA,6,35.83
LUCILA DEL CARMEN,6,41.33
LUCILA MARGARITA,6,47.5
LUISA IRENE,6,45.83
LUISA MA,6,50.67
LUISA PATRICIA,6,36.17
LULIA,6,44
LUZ AMADA,6,49.67
LUZ AMALIA,6,48
LUZ ARGELIA,6,36
LUZ ARIADNA,6,29.83
LUZ BERENICE,6,33.33
LUZ DEL CA,6,36.33
LUZ DEL ROCIO,6,37.33
LUZ DEL ROSARIO,6,43.67
LUZ ESPERANZA,6,44.83
LUZ ESTRELLA,6,31.33
LUZ EUGENIA,6,41.83
LUZ INES,6,41.5
LUZ LETICIA,6,47.83
LUZ LILIANA,6,35.33
LUZ MAGALY,6,33.83
LUZ MIRIAM,6,41.83
LUZ ORALIA,6,40.5
LUZ ROCIO,6,43.17
LUZ VELIA,6,44
M CONCEPCION,6,48
M DE JESUS,6,53.17
M. DE LOURDES,6,51.17
M. TERESA,6,55.33
MA  GUADALUPE,6,46.17
MA ALTAGRACIA,6,41.17
MA AMALIA,6,55
MA APOLONIA,6,49.83
MA ARCELIA,6,49.67
MA CLEMENTINA,6,50.17
MA CONCEPCI,6,47.67
MA DE LA,6,49.5
MA DE LA LU,6,48.67
MA DE LA SOLEDAD,6,46
MA DE LOS REMEDIOS,6,45
MA DE LOUR,6,45.67
MA DEL RO,6,49.33
MA DEL ROSA,6,49
MA ELIDA,6,46.83
MA ELIZABET,6,40.5
MA ELSA,6,44.33
MA ENEDINA,6,47.17
MA EVELIA,6,48.33
MA FELIPA,6,46.5
MA HORTENSIA,6,49.83
MA ILDA,6,44.67
MA JULIETA,6,46.17
MA REYES,6,52
MA RUTH,6,48
MA TERESITA,6,53.67
MA TOMASA,6,45.67
MA YSABEL,6,51.17
MA! DE LOS ANGELES,6,43
MA. ALTAGRACIA,6,49.83
MA. ARCELIA,6,47.5
MA. BELEM,6,44.17
MA. DE LOS ANGEL,6,46.17
MA. DE LOS DOLORES,6,45.17
MA. ELIDA,6,48.83
MA. ELOISA,6,55.17
MA. ERNESTINA,6,42.5
MA. EUSTOLIA,6,53.17
MA. LORETO,6,48.5
MA. MONICA,6,48.5
MA. OLIVA,6,47.5
MA. ROSALBA,6,46.33
MA. ROSALINDA,6,54.17
MA. SONIA,6,47
MA. YESENIA,6,35.5
MA.DE LOURDES,6,50
MABEL GUADALUPE,6,34.67
MAGALI GUADALUPE,6,38.33
MAGDIEL,6,36.76
MAGNOLIA DEL CARMEN,6,41.17
MALINALI,6,27.67
MALU,6,49.83
MARA ELIZABETH,6,34.33
MARBEY,6,39.29
MARCELA EDITH,6,38.67
MARCELA MARGARITA,6,39.33
MARGARITA DE,6,44.17
MARGARITA DE LOS ANGELES,6,40.17
MARGARITA DEL PILAR,6,41.67
MARGARITA ESTHER,6,47
MARGARITA LEONOR,6,49.83
MARGARITA LORENA,6,44.33
MARGARITA PATRICIA,6,43.33
MARI LUZ,6,41.17
MARIA AMPELIA,6,49
MARIA ANG,6,45.83
MARIA AUDELIA,6,42.83
MARIA AVELINA,6,51.33
MARIA AYDE,6,35.17
MARIA BEATR,6,40.67
MARIA CANDEL,6,50
MARIA CASILDA,6,46.83
MARIA CELIDA,6,49.67
MARIA CRI,6,46.67
MARIA DE JESUS YOLANDA,6,47.33
MARIA DE LA CR,6,41.83
MARIA DEL CARMEN PATRICIA,6,49.5
MARIA DEL CONSUE,6,40.5
MARIA DEL REF,6,49.83
MARIA DEL REFUG,6,51.14
MARIA DEMETRIA,6,50.5
MARIA DIVINA,6,45.5
MARIA ELENA DE LA CRUZ,6,48.83
MARIA ELI,6,41
MARIA ELIZ,6,41.33
MARIA ELIZAB,6,45.33
MARIA ENRIQU,6,49.83
MARIA ERICA,6,36.17
MARIA ES,6,45.17
MARIA ESPERAN,6,49
MARIA EUGENIA GUADALUPE,6,49.67
MARIA EVELYN,6,38.67
MARIA FELICITA,6,52
MARIA FIDELINA,6,43.83
MARIA FRANCI,6,53.33
MARIA FRANCISC,6,42.67
MARIA GAUDENCIA,6,52.5
MARIA GICELA,6,45.5
MARIA IDALI,6,40.67
MARIA ISOLDA,6,42
MARIA JAQUELINA,6,48.33
MARIA LETI,6,49.33
MARIA LIBERTAD,6,43.83
MARIA LUCINDA,6,46
MARIA LURDES,6,43.67
MARIA MACARENA,6,49.17
MARIA MACRINA,6,45.5
MARIA MARCOS,6,56.5
MARIA MARGARI,6,52
MARIA MERCEDE,6,50.33
MARIA MODESTA,6,49.17
MARIA MONSERRATH,6,42.5
MARIA NATIVIDA,6,49.67
MARIA NELA,6,39.17
MARIA NELIDA,6,42.17
MARIA OLGA LIDIA,6,45.5
MARIA PALMIRA,6,49.83
MARIA PETRONA,6,43.33
MARIA PORFIRIA,6,48.83
MARIA ROSINA,6,44.17
MARIA SANDRA LUZ,6,48.83
MARIA SOC,6,50.83
MARIA TERESA GUADALU,6,48.83
MARIA WENDY,6,35.5
MARIA XOCHIL,6,47.17
MARIANA GABRIELA,6,30.67
MARILI,6,31.17
MARINA ELENA,6,41.17
MARINA ESTHER,6,39.83
MARINELA,6,43
MARIO,6,46.04
MARION,6,30.88
MARISEL,6,37.17
MARLEN GUADALUPE,6,31.5
MARLEY,6,38.17
MARSELA,6,40.83
MARTA ANGELICA,6,47.5
MARTA MARGARITA,6,52.5
MARTHA ABIGAIL,6,37.33
MARTHA AIDA,6,40.5
MARTHA ANTONIETA,6,50.67
MARTHA B,6,46.33
MARTHA BEAT,6,46
MARTHA CARMEN,6,46.17
MARTHA CONSUELO,6,46
MARTHA DALIA,6,39.67
MARTHA ELIZA,6,41.33
MARTHA ERNESTINA,6,42
MARTHA EUNICE,6,33.83
MARTHA HAYDEE,6,41.33
MARTHA HORTENSIA,6,44.83
MARTHA ICELA,6,40.17
MARTHA IGNACIA,6,47.5
MARTHA ITZEL,6,27.67
MARTHA JANETH,6,31.5
MARTHA LIZBETH,6,33
MARTHA MICAELA,6,39.5
MARTHA RAMONA,6,47.5
MARTHA ROSALVA,6,46.67
MARTHA VIRIDIANA,6,28.83
MARTIMIANA,6,44.33
MARTINA DEL CARMEN,6,47.5
MARTINA DEL ROSARIO,6,47
MARTINA PATRICIA,6,43.17
MARTINIANA,6,49.83
MAURA ANGELICA,6,43.83
MAYELA DEL CARMEN,6,43.33
MAYELA ELIZABETH,6,33.33
MAYLET,6,32.83
MAYRA ARACELY,6,30.5
MAYRA DE JESUS,6,37
MAYRA ESTELA,6,33
MAYRA GEORGINA,6,39.33
MAYRA IRENE,6,29
MAYRA ITZEL,6,29.33
MAYRA IVETH,6,31.17
MAYRA LIZET,6,29.17
MAYRA MARICELA,6,34.33
MAYRA VIRGINIA,6,38.5
MAYRA YURIDIA,6,29
MELANEA,6,39.83
MELECIA,6,44.17
MELODY,6,35
MERCEDES AURELIA,6,47.33
MICAELA GUADALUPE,6,53.33
MILAGROS DE JESUS,6,29.62
MILENA,6,32.67
MILKA,6,42.5
MINELIA,6,42.33
MINERVA EDITH,6,44.67
MINERVA ELIZABETH,6,36.83
MIRASOL,6,30
MIRENA,6,42.17
MIREYA ALICIA,6,41.33
MIRIAM ABIGAIL,6,30
MIRIAM AIDEE,6,32.5
MIRIAM AURORA,6,41.83
MIRIAM CONCEPCION,6,37
MIRIAM PAOLA,6,28.71
MIRIAM SARAI,6,25.71
MIRIAM TERESA,6,42.83
MIRIAM VANESSA,6,33
MIRNA ELISA,6,42.17
MIRNA GRACIELA,6,41.33
MIRNA IDALIA,6,43
MIRNA IRENE,6,47.83
MIRNA LAURA,6,43.5
MIRNA MARGARITA,6,40.83
MIRNA MARIA,6,35.67
MIRNA VERONICA,6,39
MONICA ESTELA,6,39.83
MONICA FRANCISCA,6,44
MONICA JANETH,6,31.33
MONICA LAURA,6,46.67
MONICA LEONOR,6,41.83
MONICA MAYELA,6,33
MONICA NATALIA,6,36.71
MONICA OLIVIA,6,40.83
MONICA PAOLA,6,32.5
MYRIAM ELIZABETH,6,35
MYRNA KARINA,6,33.5
MYRTHALA,6,39.17
NADIA JANETH,6,33.5
NADIA JUDITH,6,30.83
NADIA LIZETH,6,27.83
NADIA PATRICIA,6,32.83
NADIA YADIRA,6,36.33
NALLELY ELIZABETH,6,28.33
NANCY CLAUDIA,6,33.33
NANCY GEORGINA,6,32.67
NANCY JACQUELINE,6,30
NANCY LIZETH,6,28.67
NANCY LUCIA,6,32.33
NANCY MARICELA,6,34.5
NANCY NALLELY,6,26.67
NANCY RUBI,6,32.17
NANCY SOLEDAD,6,37.67
NARCIZA,6,46.83
NATHALI,6,27.5
NATIVIDAD DE JESUS,6,46.12
NATIVIDAD GUADALUPE,6,29.67
NELBA,6,47.33
NELLY GABRIELA,6,34.67
NELLY MARGARITA,6,37.67
NELLY VERONICA,6,34.17
NEMECIA,6,49.67
NEREIDA GUADALUPE,6,38.83
NERINA,6,36.67
NIDIA ARACELI,6,48
NIDIA ISABEL,6,43
NIDIA ISELA,6,35.17
NIDIA PATRICIA,6,35.33
NINA,6,47.33
NIRIA,6,37.67
NOE,6,41.93
NOEMI ANGELICA,6,42.33
NOEMI ELIZABETH,6,37.83
NOEMI RUTH,6,38.83
NORA ELBA,6,40.33
NORA ELDA,6,46.17
NORA GRACIELA,6,39.17
NORA LIZBETH,6,31.83
NORA LUISA,6,43.5
NORA LYDIA,6,44.33
NORA OFELIA,6,42
NORELY,6,32.33
NORIS,6,45.17
NORMA ARELY,6,31.67
NORMA CONSUELO,6,40.5
NORMA GISELA,6,39.5
NORMA JANETH,6,32.67
NORMA LEONOR,6,36.5
NORMA LETI,6,42.5
NORMA LIZBETH,6,28.67
NORMA LOURDES,6,49.67
NORMA MICAELA,6,49.5
NORMA OFELIA,6,45.5
NORMA ORALIA,6,40.33
NORMA RAQUEL,6,46.17
NORMA REBECA,6,44.83
NORMA SOFIA,6,46.5
NORMA TRINIDAD,6,44.33
NORMA XOCHITL,6,37.33
NORMA YESENIA,6,29.33
NUBIA KARINA,6,30
NUMILA,6,48.33
OLAYA,6,46.5
OLGA CATALINA,6,44
OLGA ELISA,6,36.33
OLGA IMELDA,6,38.83
OLGA INES,6,44.17
OLGA LORENA,6,43.33
OLIVIA ARACELI,6,45.67
OLIVIA DEL ROSARIO,6,38.33
OLIVIA ISABEL,6,43.5
OLIVIA MARIA,6,43.33
OLVIDO,6,41.5
PAOLA MARCELA,6,30.17
PAOLA MARIA,6,28.17
PATRICIA CATALINA,6,37.67
PATRICIA CRISTINA,6,42.33
PATRICIA DE LOS ANGELES,6,35.83
PATRICIA DEL PILAR,6,42.17
PATRICIA E,6,51.33
PATRICIA GUILLERMINA,6,45
PATRICIA IMELDA,6,49.83
PATRICIA ISELA,6,38.83
PATRICIA KARINA,6,30.5
PATRICIA LIZETH,6,31.67
PATRICIA MIREYA,6,35
PATRICIA ROCIO,6,44.17
PATSY,6,28
PAULA ANGELICA,6,38.67
PAULA CRISTINA,6,43
PAULA VERONICA,6,40.67
PAULINA ISABEL,6,27.33
PEDRO,6,46.09
PERLA ABIGAIL,6,26.83
PERLA IVETTE,6,29.5
PERLA LETICIA,6,30
PERLA LIZBETH,6,29.33
PERLA SELENE,6,28
PERLA SUSANA,6,32
PERLA VANESSA,6,27.67
PERLA VIANEY,6,29.17
PERLA YESENIA,6,35.33
PERLA YOLANDA,6,36
PERPETUA,6,45.67
PETRA ALICIA,6,43.5
PETRA MARIA,6,44.33
RAFAELA DEL CARMEN,6,40
RAMIRA,6,44.33
RAMONA ELIZABETH,6,51.5
RAQUEL ADRIANA,6,38.33
RAQUEL DEL CARMEN,6,44.5
RAQUEL PATRICIA,6,49.17
RAQUEL VERONICA,6,41.33
RAUL,6,45.42
REBECA DE JESUS,6,42.33
REFUGIA,6,42.33
REGINA DEL CARMEN,6,32.17
REINA MARGARITA,6,44.33
REYNA ADRIANA,6,33.67
REYNA ISAB,6,43.67
REYNA ISELA,6,39.17
REYNA LUISA,6,38.17
REYNA MAGDALENA,6,37.67
REYNA MARISOL,6,33.33
REYNA NOEMI,6,42.5
REYNA SILVIA,6,52.5
REYNA SUSANA,6,43.17
REYNERIA,6,48
RITA ALEJANDRA,6,38.83
RITA ESTHER,6,48.67
RITA GRACIELA,6,45.83
RITA IRENE,6,48.67
RITA LORENA,6,43.83
RITA MERCEDES,6,43.83
ROCINA,6,43.17
ROCIO ABIGAIL,6,30
ROCIO AZUCENA,6,35.33
ROCIO CATALINA,6,46.67
ROCIO DE LA LUZ,6,42
ROCIO IRENE,6,35.83
ROCIO JULIETA,6,32.83
ROCIO SELENE,6,30.67
ROCIO YADIRA,6,35.5
ROSA ADELA,6,46.33
ROSA ALMA,6,49
ROSA ANAHI,6,28
ROSA ARGELIA,6,39.33
ROSA CANDELARIA,6,43.17
ROSA DOLORES,6,43.33
ROSA ERNESTINA,6,41.83
ROSA ISAURA,6,38.33
ROSA MARIA DE GUADALUPE,6,48.33
ROSA MARICELA,6,42.5
ROSA MAYELA,6,34.83
ROSA MIRNA,6,43.67
ROSA NELI,6,37.67
ROSA TERESA,6,48.5
ROSAICELA,6,44.17
ROSALVA GUADALUPE,6,47.17
ROSANNA,6,35.17
ROSARIO DOLORES,6,38.33
ROSARIO ESTHER,6,42.17
ROSARIO PATRICIA,6,50
ROSAURA GUADALUPE,6,37.83
ROSVITA,6,51.17
ROXANA FABIOLA,6,37.83
ROXANA PATRICIA,6,31.67
RUBI ANGELICA,6,31.17
RUBI DEL ROSARIO,6,36.67
RUBICELY,6,32.57
RUBY DEL CARMEN,6,39.67
RUSBELINA,6,49.5
RUTH GEORGINA,6,37
RUTH GRACIELA,6,42.33
RUTH IDALIA,6,41.17
RUTH MIREYA,6,41.5
RUTH VIOLETA,6,45.83
RUTH YADIRA,6,33.5
SANDRA ADRIANA,6,33
SANDRA AMERICA,6,34.33
SANDRA ANABEL,6,33.83
SANDRA DEL ROCIO,6,40
SANDRA ESPERANZA,6,41.5
SANDRA GRISELDA,6,36.83
SANDRA IBETH,6,33.67
SANDRA IRIS,6,33.67
SANDRA LOURDES,6,41.33
SANDRA MAGALI,6,36.83
SANDRA MERCEDES,6,41.17
SANDRA YESENIA,6,32.83
SANDY BERENICE,6,28.33
SANTA EDITH,6,46.33
SANTA INES,6,38.33
SANTA LETICIA,6,49
SANTA LUCIA,6,38.67
SANTIAGO,6,45.46
SARA ELISA,6,41.83
SARA FABIOLA,6,36.17
SARA IVETT,6,35
SARA LAURA,6,38.67
SARA LOURDES,6,40.17
SARAI ALEJANDRA,6,34.17
SARAI ELIZABETH,6,27.83
SAULA,6,44.67
SECUNDINA,6,46.83
SEIDY,6,32.83
SELENE ESMERALDA,6,30.5
SELENE PATRICIA,6,33.83
SENOBIA,6,50.5
SERGIO,6,44.09
SHANTAL,6,26.17
SILVIA ARELI,6,37.67
SILVIA BERTHA,6,48.5
SILVIA DE JESUS,6,42.83
SILVIA DEYANIRA,6,38.83
SILVIA MAGALY,6,35.83
SILVIA MAR,6,46.33
SILVIA MARCELINA,6,49.67
SILVIA MARISOL,6,31.17
SILVIA MARTINA,6,48.17
SILVIA REBECA,6,42.5
SILVIA SELENE,6,29
SILVIA TRINIDAD,6,44.33
SILVIA VIRIDIANA,6,25.83
SILVIA YANET,6,34.67
SIMPLICIA,6,39.17
SINTIA,6,33.83
SOCORRO ADRIANA,6,36.17
SOCORRO ALEJANDRA,6,43.33
SOCORRO DEL ROSARIO,6,37.5
SOCORRO PATRICIA,6,45.17
SOFIA CATALINA,6,41.17
SOFIA DEL ROSARIO,6,36.67
SONIA ALICIA,6,47
SONIA CRISTINA,6,36.83
SONIA ESTELA,6,40.67
SONIA GRACIELA,6,44
SUGEY GUADALUPE,6,31.83
SUSANA BERENICE,6,35
SUSANA DE JESUS,6,31
SUSANA JANETH,6,28.67
SUSANA MARIBEL,6,34.17
SUSANA VERONICA,6,37.83
TANIA ANGELICA,6,40
TANIA CRISTINA,6,25.67
TANIA DEL CARMEN,6,31.67
TANIA ESMERALDA,6,32
TANIA MARGARITA,6,30.33
TANIA SELENE,6,25
TANIA VERONICA,6,29.33
TEODOMIRA,6,56.17
TERESA CECILIA,6,46.83
TERESA CONCEPCION,6,44.67
TERESA EUGENIA,6,46.33
TERESITA NINO JE,6,51.67
THELMA ELIZABETH,6,40.5
THELMA GABRIELA,6,38
TIBURCIA,6,44.33
VALERIA ALEJANDRA,6,27.17
VELINDA,6,45
VERONICA AURORA,6,38.5
VERONICA DEL,6,41.5
VERONICA ELENA,6,41
VERONICA JOSEFINA,6,41.67
VERONICA LORENA,6,43.67
VERONICA MAGDALENA,6,37.5
VERONICA MARIBEL,6,37.5
VERONICA SELENE,6,34.33
VERONICA SILVIA,6,45.5
VERONICA YADIRA,6,35
VERONICA YOLANDA,6,42.17
VIANEL,6,31.67
VIANET,6,28.33
VIANEY DEL CARMEN,6,38.67
VICKY,6,36.5
VICTORIA ALICIA,6,40.5
VICTORIA DEL ROSARIO,6,45
VICTORIA ELENA,6,49.83
VICTORIA ISABEL,6,39.17
VILIULFA,6,50.67
VILMA DEL CARMEN,6,44.83
VIRGEN DEL ROSARIO,6,32.33
VIRGEN MARIA,6,42.33
VIRGINIA BERENICE,6,28.83
VIRGINIA CECILIA,6,42.17
VIRGINIA ISABEL,6,41.33
VIRIDIANA DEL CARMEN,6,28.33
VITALIA,6,39.83
VITALINA,6,41.33
WENDOLIN,6,30.83
WENDY ANGELICA,6,34.83
WENDY BERENICE,6,31.43
WENDY ISABEL,6,28.17
WENDY MARIBEL,6,33.33
WILMA ESTHER,6,43.67
XANATH,6,28.33
XOCHITL AMERICA,6,38.67
XOCHITL DEL CARMEN,6,41.17
XOCHITL KARINA,6,32
XOCHITL LORENA,6,37.5
YADIRA ANGELICA,6,34.83
YADIRA EDITH,6,31.17
YADIRA ESMERALDA,6,31.67
YADIRA IVONNE,6,32.67
YAMILA,6,35.17
YAMILY,6,31.83
YANETH ALEJANDRA,6,27.17
YANETTE,6,33.17
YANNETH,6,32.67
YARI,6,33.33
YATZIRI,6,31.33
YAZMIN LIZETH,6,26.67
YEMINA,6,37.33
YENI GUADALUPE,6,33
YENISEY,6,33.17
YESENIA DE JESUS,6,30.17
YESENIA ISABEL,6,25.5
YESSICA MARIA,6,29.83
YESSICA YAZMIN,6,26.17
YEZENIA,6,37.67
YGNACIA,6,48
YISEL,6,32.67
YNES,6,44.57
YOCELIN,6,24.17
YOLANDA CAROLINA,6,43.5
YOLANDA CONCEPCION,6,40
YOLANDA GABRIELA,6,37.33
YOLANDA SILVIA,6,50
YOLANDA TERESA,6,47.5
YOLITZIN,6,27
YOSHIRA,6,25.5
ZAIDA PATRICIA,6,38.67
ZAYDE,6,36.83
ZAZIL,6,35
ZELENE,6,33.83
ZENAYDA,6,44.33
ZULEMA GUADALUPE,6,33
ZURISADDAI,6,33.12
ABIGAIL GUADALUPE,5,30.4
ACENET,5,42.6
ADA ALICIA,5,39.2
ADA GABRIELA,5,31.6
ADA IRIS,5,30.33
ADA MARGARITA,5,34.6
ADAI,5,31
ADANELI,5,34
ADARELY,5,30.6
ADDY,5,38
ADDY DEL SOCORRO,5,42.4
ADDY GUADALUPE,5,49.8
ADDY NOEMI,5,45
ADELA MARIA,5,47.2
ADI,5,31.83
ADILIA,5,44.2
ADRIAN,5,40.92
ADRIANA CARMEN,5,43
ADRIANA CATALINA,5,35.4
ADRIANA CRISTINA,5,34.8
ADRIANA ELISA,5,39.2
ADRIANA EMILIA,5,38.8
ADRIANA ESTELA,5,37.6
ADRIANA GISELA,5,31.2
ADRIANA IRASEMA,5,35.8
ADRIANA ITZEL,5,27.2
ADRIANA JANET,5,32
ADRIANA LOURDES,5,35.6
ADRIANA MARICELA,5,33.8
ADRIANA MARISELA,5,41.6
ADRIANA MINERVA,5,42.6
ADRIANA VIRGINIA,5,37.4
AGLAE,5,34.4
AIDA ALICIA,5,45.6
AIDA BEATRIZ,5,47.2
AIDA FABIOLA,5,42
AIDA JOSEFINA,5,47.8
AIDA LORENA,5,39
AIDA MARCELA,5,40
AIDA MARIBEL,5,46.6
AIDE ELIZABETH,5,35.8
AIDE MARGARITA,5,40.6
AIDED,5,36.8
ALBA CAROLINA,5,36.6
ALBA CECILIA,5,39.8
ALBA CONCEPCION,5,38
ALBA DE JESUS,5,41
ALBA FABIOLA,5,33.2
ALBA LORENA,5,41.6
ALBA LUCIA,5,30.6
ALBA NELY,5,41.6
ALBA RUTH,5,44
ALBA SUSANA,5,39.6
ALBA YADIRA,5,34.2
ALDA NELLY,5,42.2
ALEGRIA,5,36.4
ALEIDA GUADALUPE,5,40
ALEJANDRA ARACELI,5,37.6
ALEJANDRA DEL PILAR,5,32.8
ALEJANDRA DEL ROSARIO,5,30.8
ALEJANDRA JANETH,5,29.8
ALEJANDRA KARINA,5,29.4
ALEJANDRA MONSERRAT,5,25.8
ALEXI,5,35.4
ALICIA GRISELDA,5,41.6
ALICIA IRENE,5,50.2
ALICIA IVETTE,5,28.4
ALICIA VERONICA,5,36.4
ALMA ARELI,5,29.6
ALMA D,5,44
ALMA DORIS,5,49
ALMA ELVIRA,5,43.4
ALMA ESMERALDA,5,31.4
ALMA EVANGELINA,5,42.4
ALMA FAVIOLA,5,36.6
ALMA ILIANA,5,38
ALMA JANETT,5,29.6
ALMA LEONOR,5,39
ALMA MONICA,5,43.6
ALMA NYDIA,5,39.2
ALMA PATRIC,5,45.4
ALMA PAULINA,5,30.6
ALMA REBECA,5,35.6
ALMA RUBI,5,36.2
ALMA SUGEY,5,32.8
ALMA VANESSA,5,32.2
ALMA YESSICA,5,28
ALMENDRA GUADALUPE,5,33.4
ALONDRA MARIA,5,27.2
ALVARA,5,51.4
AMALIA ALEJANDRA,5,30.6
AMALIA GABRIELA,5,42.4
AMANCIA,5,37.8
AMAPOLA,5,33.2
AMARILIS,5,35.2
AMELIA MARGARITA,5,48.2
AMELIA MARIA,5,39.8
AMELIA PATRICIA,5,40.2
AMERICA FABIOLA,5,34.2
AMERICA SELENE,5,36.8
AMPARO DE JESUS,5,29.8
ANA BELLY,5,44.2
ANA BLANCA,5,41.2
ANA CITLALLI,5,27.4
ANA CONSUELO,5,41
ANA DALIA,5,33
ANA DEL ROSARIO,5,35.8
ANA ELOISA,5,43.2
ANA EVELYN,5,31.4
ANA FLORENCIA,5,40.4
ANA GISELA,5,30.2
ANA GUILLERMINA,5,38.8
ANA ICELA,5,40.8
ANA IMELDA,5,42.8
ANA INES,5,37.4
ANA ISABE,5,44
ANA JACINTA,5,47.8
ANA JOAQUINA,5,35
ANA LIZ,5,33.6
ANA LUCERO,5,28.4
ANA LUCILA,5,37
ANA LUCINA,5,39.2
ANA LUCY,5,37
ANA MARIA CONCEPCION,5,44.6
ANA MARIA DOLORES,5,45.4
ANA MARIEL,5,24.2
ANA MARLENE,5,31
ANA MYRIAM,5,37.4
ANA PATRIC,5,47
ANA PRISCILA,5,26.4
ANA REGINA,5,37.2
ANA SELENE,5,35
ANA SOLEDAD,5,34
ANA YESENIA,5,33.8
ANA YESSICA,5,32.6
ANA YURIDIA,5,33.4
ANAHIT,5,27
ANALIDIA,5,33
ANALINA,5,37.4
ANAMARIA,5,36.8
ANAMELI,5,43.4
ANANI,5,34.2
ANDREA CAROLINA,5,30.6
ANDREA DE JESUS,5,36.4
ANGELA CECILIA,5,32
ANGELA DE JESUS,5,39.6
ANGELA JUDITH,5,38.8
ANGELA MARGARITA,5,39.4
ANGELA VERONICA,5,36.2
ANGELA VICTORIA,5,36.8
ANGELES GUADALUPE,5,30.4
ANGELICA EDITH,5,41.8
ANGELICA ESTHER,5,36.2
ANGELICA GRACIELA,5,40.4
ANGELICA JAZMIN,5,28.4
ANGELICA M,5,43.8
ANGELICA MARINA,5,42.2
ANGELICA NALLELY,5,25.4
ANGELICA P,5,45
ANGELINA DEL CARMEN,5,45.6
ANNA KARINA,5,30
ARACELI ELIZABETH,5,30.4
ARACELI JOSEFINA,5,39.6
ARACELI SOLEDAD,5,43.6
ARACELI VERONICA,5,43
ARBELIA,5,38.2
ARCELIA GUADALUPE,5,44.2
ARCELIA MARGARITA,5,49.4
ARELI BERENICE,5,28.8
ARELI JAZMIN,5,26.4
ARELI SARAI,5,28.2
ARELY ELIZABETH,5,25.8
ARGELIA DEL CARMEN,5,42
ARIADNA ELIZABETH,5,35.8
ARIADNA GABRIELA,5,34.2
ARIADNA LIZBETH,5,26
ARTURO,5,45.66
ATANASIA,5,46.8
ATENAS,5,25.2
AUGUSTA,5,43
AURA VIOLETA,5,43.4
AURISTELA,5,45.8
AURORA BERENICE,5,33.2
AURORA DE LOS ANGELES,5,44.5
AURORA DEL ROCIO,5,35.8
AZUCENA ELIZABETH,5,37.2
BALVANERA,5,49.6
BARBARA ALICIA,5,34.4
BARBARA GUADALUPE,5,45.4
BARBARA LETICIA,5,41
BARBARA PATRICIA,5,47.4
BEATRIZ AD,5,34.4
BEATRIZ ARMIDA,5,37
BEATRIZ CARMEN,5,44.8
BEATRIZ CECILIA,5,34.4
BEATRIZ CRISTINA,5,40.2
BEATRIZ E,5,50.2
BEATRIZ EDITH,5,40.67
BEATRIZ ESMERALDA,5,31.4
BEATRIZ EUG,5,46.2
BEATRIZ EUGEN,5,46.4
BEATRIZ IMELDA,5,39
BEATRIZ IVONNE,5,32.2
BEATRIZ LEONOR,5,36.4
BEATRIZ LILIANA,5,38.8
BEATRIZ MARTHA,5,46.8
BEATRIZ PATRICIA,5,37.8
BEATRIZ SOLEDAD,5,41.8
BEATRIZ SUSANA,5,44.8
BEATRIZ YADIRA,5,36.8
BELEN DE JESUS,5,36.6
BELEN DEL CARMEN,5,32.4
BELEN GUADALUPE,5,30.2
BELLA LUZ,5,36
BERENICE DEL ROCIO,5,31.8
BERENISE,5,33.6
BERTA LETICIA,5,44.2
BERTHA ALI,5,43.8
BERTHA CAROLINA,5,42
BERTHA ELISA,5,44.4
BERTHA ELVIRA,5,43
BERTHA ESTELA,5,49.4
BERTHA FABIOLA,5,37.8
BERTHA LILA,5,44.2
BERTHA LIZETH,5,26.2
BERTHA LUISA,5,45.2
BERTHA NELLY,5,45
BERTHA ROSA,5,47.4
BETZABET,5,32
BLANCA ARELY,5,33.6
BLANCA DEL ROCIO,5,36
BLANCA ELIDA,5,41.6
BLANCA ERENDIRA,5,35.6
BLANCA IVETTE,5,28.8
BLANCA JANET,5,35.2
BLANCA LUCERO,5,28.8
BLANCA LUCILA,5,44.8
BLANCA MAR,5,42.2
BLANCA MARCELA,5,46.4
BLANCA MARGAR,5,48.2
BLANCA MARGARIT,5,47.2
BLANCA NANCY,5,41
BLANCA NERY,5,39
BLANCA NIDIA,5,42
BLANCA OBDULIA,5,44.2
BLANCA ROSALIA,5,36.4
BLANCA VIRGINIA,5,50.4
BRENDA AURORA,5,31.6
BRENDA DANIELA,5,26.6
BRENDA DENISSE,5,30
BRENDA DOLORES,5,32.4
BRENDA ILIANA,5,27.8
BRENDA IRENE,5,30.6
BRENDA JAZMIN,5,28.8
BRENDA LAURA,5,33.8
