nombre,frec,edad_media
KARLA YESENIA,14,29.93
KORINA,14,32.36
KRYSTAL,14,29
LARISSA,14,34.21
LAURA FRANCISCA,14,43.33
LAURA IDALIA,14,37.07
LAURA ROSARIO,14,36.21
LAURA YESENIA,14,33.07
LETICIA ADRIANA,14,36.07
LIDIA MARIA,14,46.07
LILIA VERONICA,14,38
LILIANA DE JESUS,14,31.71
LIZ,14,37.93
LIZBETH ALEJANDRA,14,29.64
LIZBETH MARIA,14,44.29
LOPEZ,14,45.8
LOURDES ARACELI,14,40.86
LOURDES ELIZABETH,14,36.5
LOURDES LETICIA,14,45.71
LUPITA,14,30.43
LUZ AMERICA,14,38
LUZ IDALIA,14,40.71
LUZ MARGARITA,14,47.21
MA CONSEPCION,14,47.79
MA ESMERALDA,14,44
MA GENOVEVA,14,52.71
MA NORMA,14,44.14
MA OLGA,14,49.36
MA! DEL CARMEN,14,44.21
MA. ANGELA,14,49.14
MA. AURORA,14,51.29
MA. ELVA,14,50
MA. EMMA,14,48.43
MADELEINE,14,40.5
MARCELA ALEJANDRA,14,35.07
MARELY,14,30.64
MARGARITA CECILIA,14,45
MARIA ALEJAND,14,46.43
MARIA AMADA,14,51.43
MARIA BERNARDINA,14,47.21
MARIA DE MONTSERRAT,14,32.57
MARIA DEL LOURDES,14,49.79
MARIA DOLO,14,46.71
MARIA DOMITILA,14,45.93
MARIA ELIDE,14,42.73
MARIA ELIZA,14,45.21
MARIA ELOINA,14,45.79
MARIA EPIFANIA,14,48.21
MARIA EST,14,45.64
MARIA ESTH,14,46.57
MARIA EUNICE,14,38.86
MARIA GRACIA,14,49.07
MARIA IS,14,47.86
MARIA ISA,14,46.71
MARIA LIZETH,14,30.14
MARIA LOU,14,49.14
MARIA MARCELINA,14,45.86
MARIA MARGARIT,14,51.29
MARIA MARLENE,14,44.14
MARIA NELY,14,40
MARIA RUFINA,14,47.64
MARIA TEREZA,14,43.64
MARIA ZENAIDA,14,44.86
MARIA ZULEMA,14,40
MARISOL GUADALUPE,14,32.93
MARITZA DEL CARMEN,14,40.86
MARLIT,14,41.14
MARTHA ARACELY,14,36.36
MARTHA DANIELA,14,28.57
MARTHA EL,14,46.79
MARTHA MIREYA,14,39.43
MAYRA CAROLINA,14,27.86
MAYRA JANETH,14,30.71
MERICIA,14,45.29
MERIDA,14,45.57
MICAELINA,14,41.29
MIRIAM DEL SOCORRO,14,42.57
MIRIAM NOEMI,14,37.43
MIRIAM VERONICA,14,35.86
MONICA LORENA,14,37.29
MYRNA PATRICIA,14,43.79
NADIA KARINA,14,31.43
NANCY JUDITH,14,28.21
NORA ALEJANDRA,14,34
NORA ELSA,14,43.21
NORMA AIDA,14,47.29
NORMA ELVIRA,14,41
NORMA ILIANA,14,43.79
NORMA IMELDA,14,43.29
NORMA KARINA,14,29.36
ODETTE,14,33.79
OLGA EDITH,14,36.5
OLGA ELENA,14,41.79
PATRICIA CONCEPCION,14,42.64
PATRICIA EDITH,14,37.79
PATRICIA JOSEFINA,14,44
PATRICIA YOLANDA,14,49.43
PAULA GUADALUPE,14,41.57
PAULA MARIA,14,38.93
PAULITA,14,42.43
PERLA FABIOLA,14,29.57
PERLA IVONNE,14,31.71
PRISCILIANA,14,40.36
REINA MARIA,14,41.57
REYNA ARACELI,14,39.5
ROCIO DEL SOCORRO,14,43.21
ROSA CAROLINA,14,36.79
ROSA ERIKA,14,33.93
ROSA IVETTE,14,32.86
ROSA ORALIA,14,44.14
RUBI GUADALUPE,14,32.93
RUTH ANGELICA,14,38.43
RUTH VERONICA,14,38.07
SARA BEATRIZ,14,41.07
SARA MARGARITA,14,42.21
SAYURI,14,31.36
SILVIA LILIANA,14,34.14
SINDY,14,27.73
SOCORRO ELIZABETH,14,43
SOFIA DEL CARMEN,14,39.57
SOLEDAD DEL CARMEN,14,43.93
SONIA ELENA,14,40.64
SONIA ISABEL,14,44.36
SOTERA,14,43.71
SUSANA ISABEL,14,43.14
TANIA FABIOLA,14,30.07
TARCILA,14,48.64
VERONICA EDITH,14,38.43
VICTORIA ELIZABETH,14,35
VIOLETA DEL CARMEN,14,39.86
VIOLETA GUADALUPE,14,34.14
XOCHITL MARGARITA,14,39.71
YAMINA,14,39.36
YARITZA,14,30.86
YAZMIN ADRIANA,14,31.5
YAZMIN ELIZABETH,14,31.36
YMELDA,14,49.29
YOLANDA ARACELI,14,48.79
YOLANDA LETICIA,14,48.29
YULMA,14,32
ZULEIMA,14,26.57
ADRIANA CONCEPCION,13,42.46
ADRIANA DEL ROCIO,13,35.54
ADRIANA KARINA,13,30.77
AFRODITA,13,35.46
ALBA LETICIA,13,44.15
ALEJANDRA BERENICE,13,29.38
ALEJANDRA DEL ROCIO,13,27.54
ALMA NIDIA,13,38
ALMA OFELIA,13,41.31
ALMA VIOLETA,13,34.38
ANA CONCEPCION,13,36.23
ANA HILDA,13,44
ANA VIOLETA,13,32.38
ANA XOCHITL,13,40
ANALIA,13,36.77
ANGELA GUADALUPE,13,33.62
ANGELICA BEATRIZ,13,38.08
ARIZBE,13,36.23
ARMANDA,13,45.62
ARTEMIZA,13,42.54
ATENEA,13,36.92
AUDELINA,13,47.62
AURELIANA,13,43.23
AURIA,13,46.54
AURORA MARIA,13,45.92
BERTHA A,13,50
BERTHA OLIVIA,13,46.62
BLANCA ELVIA,13,48.85
BLANCA ESTRELLA,13,37.92
BLANCA LUCIA,13,37.69
BLANCA ORALIA,13,45.69
BLANCA XOCHITL,13,39.85
BLANCA YADIRA,13,35.31
BRENDA IVONNE,13,32.38
BRENDA JUDITH,13,30.15
CANDY,13,29.08
CARLA PATRICIA,13,35.23
CARMEN EDITH,13,35.08
CARMEN ESTELA,13,44.92
CASTULA,13,43.85
CINTHIA ALEJANDRA,13,27.54
CLARA LETICIA,13,47.85
CLAUDIA DOLORES,13,38.54
CLAUDIA NAYELI,13,28
CLAUDIA NELLY,13,33.62
CLAUDIA RUTH,13,35.46
CLAUDIA SOFIA,13,36.15
CONCEPCIO,13,46.86
CORAZON DE MARIA,13,35.77
CYNTHIA CAROLINA,13,29.62
CYNTHIA GABRIELA,13,30.77
DALINDA,13,40.31
DEYSI DEL CARMEN,13,35.62
DIANA IVETTE,13,26.69
DIANA JAZMIN,13,28.08
DIANA JUDITH,13,33.69
DIEGA,13,48.92
DULCE ESPERANZA,13,34.07
DULCE MA,13,44.08
EDELIA,13,46
EDITH ADRIANA,13,30.38
EDNA KARINA,13,31.23
ELBA LETICIA,13,44.54
ELEONORA,13,42.69
ELIA ESTHER,13,43.08
ELINA,13,43
ELISA MARIA,13,42.23
ELSA CRISTINA,13,39.08
ELVA LUZ,13,38.08
ELVIA CRISTINA,13,38.08
EMMA ELIZABETH,13,36.31
ERANDI,13,28.93
ERENDIRA GUADALUPE,13,35.31
ERIKA VANESSA,13,33.08
EURIDICE,13,36.64
FLOR ADRIANA,13,33
FLORECITA,13,42.85
FLORIBEL,13,37.15
FLORICEL,13,39.21
FLORIDALIA,13,32.38
FRANCISCA PATRICIA,13,43.92
FRESVINDA,13,41.77
GABRIELA CAROLINA,13,32.69
GABRIELA IVONNE,13,32.38
GELACIA,13,47.15
GERONIMA,13,41.23
GISEL,13,34.93
GLORIA DE JESUS,13,44.31
GLORIA GABRIELA,13,35.85
GLORIA INES,13,41.92
GUADALUPE ALICIA,13,39.46
GUADALUPE ESMERALDA,13,36.31
GUADALUPE ESPERANZA,13,38.85
GUADALUPE MONSERRAT,13,27.77
HAIDE,13,37.29
HILDA ISABEL,13,41.62
IDALI,13,38.08
ILEANA DEL CARMEN,13,37.31
INES GUADALUPE,13,47.23
IRMA JUDITH,13,39.46
IRMA NOEMI,13,41
JANET GUADALUPE,13,33.85
JANETH DEL CARMEN,13,32
JANETH GUADALUPE,13,32.62
JESSICA BERENICE,13,30.23
JESSICA IVONNE,13,28
JETZABEL,13,32.92
JUANA CRISTINA,13,39.69
JUANA ERIKA,13,34.54
JUANA GLORIA,13,43.62
JUANA LIDIA,13,47.69
JUANA SILVIA,13,47.23
JULIA VERONICA,13,36.85
KARLA ERIKA,13,33.08
KARLA EUGENIA,13,32.85
KARLA IVETH,13,29.92
KARLA JAZMIN,13,29.85
KARLA MARIANA,13,28.08
KARLA SUSANA,13,28.69
KARLA VIRIDIANA,13,26.77
KEYLA,13,32.23
LAURA CELIA,13,43.46
LAURA GRISELDA,13,36.62
LAURA MIRIAM,13,36.38
LAURA NAYELI,13,29.69
LAURA VIRIDIANA,13,26.69
LAURA YAZMIN,13,28.85
LEYDI GUADALUPE,13,33.62
LIBORIA,13,46.77
LIGIA DEL CARMEN,13,44.85
LILIANA CONCEPCION,13,36.23
LIRIO,13,37.07
LIZZETTE,13,31.46
LORENA DE JESUS,13,40.92
LUCIA DE JESUS,13,35.15
LUISA ELENA,13,42.77
LUMINOSA,13,42.85
LUZ AIDEE,13,34.62
LUZ ARELY,13,31.54
MA ASCENCION,13,51.31
MA CLAUDIA,13,41.85
MA DEL RAYO,13,43.85
MA DEL ROSARI,13,48.69
MA DELIA,13,46.92
MA ELVIA,13,50.71
MA ROSALBA,13,47.08
MA. ELVIA,13,45.46
MA. HILDA,13,52
MA. HORTENCIA,13,49.54
MA. JULIA,13,48.92
MA. MATILDE,13,45.85
MA.DEL SOCORRO,13,46.54
MACIEL,13,35.84
MANUELA GUADALUPE,13,40.08
MARENA,13,41.31
MARIA ANGELITA,13,43.62
MARIA ARELI,13,43.31
MARIA BIBIANA,13,40.46
MARIA CA,13,52.31
MARIA COLUMBA,13,48.77
MARIA CONC,13,52.15
MARIA E,13,49.38
MARIA EL,13,46.54
MARIA INOCENCIA,13,45.46
MARIA IRIS,13,41.62
MARIA ITZEL,13,30.92
MARIA JACQUELINE,13,43.08
MARIA JANET,13,37.62
MARIA JANETH,13,34.77
MARIA LUCIANA,13,38.85
MARIA LUI,13,47.69
MARIA MAG,13,48.38
MARIA MARLEN,13,42.77
MARIA MIRIAM,13,40.46
MARIA NAYELI,13,29.38
MARIA NINFA,13,45.54
MARIA REYNALDA,13,49.85
MARIA RO,13,49.15
MARIA ROSENDA,13,46.92
MARIA SABINA,13,46.69
MARIA TER,13,45.77
MARIA VICTOR,13,47.15
MARIBEL GUADALUPE,13,39.85
MARLENE GUADALUPE,13,37.92
MARTHA BERENICE,13,30.23
MARTHA ELSA,13,46.15
MARTHA ESTHELA,13,47.69
MARTHA LETICI,13,45.23
MARTHA LOURDES,13,40.92
MARTHA NOEMI,13,39.15
MARTHA REBECA,13,46.92
MARTHA SOCORRO,13,40.92
MARY TERE,13,31.85
MAYRA GISELA,13,31.77
MAYRA IVONNE,13,34.46
MAYRA YESENIA,13,28.15
MAYTHE,13,31.08
MELISSA GUADALUPE,13,29.23
MIGUEL ANGEL,13,41.78
MIRIAM ESTHER,13,39.62
MIRIAM JANETH,13,30.08
MIRIAM LIZETH,13,29.62
MIRIAM SUSANA,13,32.92
MITZI,13,30.46
MONICA DE JESUS,13,36.62
MYRNA LETICIA,13,43.15
NADIA BERENICE,13,32.46
NANCY CRISTINA,13,28.23
NANCY ELENA,13,36.69
NANCY MIREYA,13,34.62
NANCY NOEMI,13,30.85
NANCY ROCIO,13,30.15
NEYDA,13,39.08
NIDIA MARIA,13,40.54
NORA IDALIA,13,43.77
NORMA ARACELY,13,34.08
NORMA GRISELDA,13,38.31
NORMA LILIANA,13,34.15
NORMA LIZETH,13,30.08
NURIA,13,32.92
OCTAVIANA,13,46.15
OLEGARIA,13,41.77
OLGA ISABEL,13,44.69
OLGA LUZ,13,40.15
OLGA NELLY,13,39.69
ORALIA GUADALUPE,13,41.31
PAULA PATRICIA,13,36.77
PERLA ADRIANA,13,34.54
PERLA ISABEL,13,32.31
PERLA MARISOL,13,29.23
PERLA VERONICA,13,33.54
PERLA YAZMIN,13,28.54
REYNA FABIOLA,13,35.69
ROBERTINA,13,49.85
ROCIO VERONICA,13,38.92
ROSA AIDA,13,46.46
ROSA ANTONIA,13,43.08
ROSA ESTHELA,13,43.85
ROSA GRACIELA,13,47.54
ROSA MARTA,13,48.85
ROSA YOLANDA,13,43.77
ROSA YSELA,13,43.08
ROSAISELA,13,40.31
ROSARIO DE JESUS,13,38.47
ROSELY,13,33.62
ROXANA DEL CARMEN,13,36.15
RUTH DEL CARMEN,13,40.64
SANDRA NOEMI,13,35.92
SANTANA,13,46.71
SANTIAGA,13,43.54
SARA DEL CARMEN,13,37.46
SILVIA AURORA,13,44.92
SILVIA DOLORES,13,44.54
SILVIA SUSANA,13,45.69
SOFIA MAGDALENA,13,40.77
SUSANA BEATRIZ,13,40.92
SUSANA LETICIA,13,40.69
TANIA ISABEL,13,27.92
TANIA KARINA,13,30.15
TERESA ELIZABETH,13,35.85
TERESA ISABEL,13,39.85
TERESA MARIA,13,50.08
VERA,13,40.29
VERONICA CONCEPCION,13,38.46
VICTORIA DEL CARMEN,13,36.31
VIVIANA GUADALUPE,13,29.31
XOCHITL MARIA,13,38.77
YANET DEL CARMEN,13,34.69
YANNET,13,32.08
YESMIN,13,34.15
YESSICA GUADALUPE,13,29.69
YVONNE,13,39.62
ZITLALI,13,29.62
ZULEYMA,13,25.92
ABUNDIA,12,49.33
ADELIA,12,43.83
ADRIANA ARACELI,12,39.5
ADRIANA IVONNE,12,34.5
ADRIANA JOSEFINA,12,39.83
ADRIANA MARISOL,12,34
AIDA CONCEPCION,12,43.67
AIDA LETICIA,12,47.75
ALBA IRIS,12,39.75
ALEJANDRA DE JESUS,12,31.17
ALICIA DE JESUS,12,40.75
ALICIA ELIZABETH,12,37.83
ALICIA GABRIELA,12,34.33
ALMA AMERICA,12,41.42
ALMA CONCEPCION,12,37.92
ALMA EUGENIA,12,40.08
ALMA LUCERO,12,32.08
ALMA MARIA,12,42.67
ALMA MIRIAM,12,38.83
ALMA NORA,12,38.83
ALMA VIRGINIA,12,42.5
ALMA XOCHITL,12,39.25
AMINTA,12,44.17
AMPARO GUADALUPE,12,38.67
ANA BERENICE,12,29.54
ANA EVA,12,40.17
ANA EVELIA,12,37.67
ANA MARTINA,12,43.83
ANA MIREYA,12,36.17
ANA PAULA,12,29.67
ANA YANCI,12,33.17
ANA YELI,12,30.17
ANAHI GUADALUPE,12,25.83
ANAYANCI,12,30.83
ANGELICA ALEJANDRA,12,36.17
ANNA MARIA,12,47.58
APOLINAR,12,47.16
ARANZAZU,12,29.75
ARELI GUADALUPE,12,30.58
ARIANA GUADALUPE,12,27.75
ARISBET,12,30.08
ASMINDA,12,47.33
BALVANEDA,12,40.42
BEATRIZ ALICIA,12,39.33
BERTHA ANGELICA,12,40.92
BERTHA EDITH,12,41.67
BLANCA CONCEPCION,12,41.5
BLANCA DEL CARMEN,12,36.33
BLANCA ELISA,12,45.33
BLANCA JULIA,12,45.42
BLANCA LORENA,12,35.5
BLANCA MIRIAM,12,40.67
BLANCA NORMA,12,46
BLANCA SELENE,12,30.58
BLANCA SUSANA,12,39.5
BLANCA TERESA,12,41.67
BRENDA ARACELI,12,33.92
BRENDA ELENA,12,31.83
BRENDA ISELA,12,30.33
CARMEN ARACELI,12,40.17
CARMEN LILIANA,12,36
CASANDRA,12,28.75
CECILIA ISABEL,12,37.92
CECILIA MARIA,12,42.58
CELIA ELIZABETH,12,35.25
CLARA MARGARITA,12,41.33
CLARITA,12,37
CLAUDIA REBECA,12,38.17
CLAUDIA YESENIA,12,28.92
CONSUELO GUADALUPE,12,36.67
CRESCENCIANA,12,45
CRESENCIA,12,44.33
CYNTHIA MARGARITA,12,33.83
CYNTHIA PAOLA,12,29.75
DANIELA ALEJANDRA,12,26.08
DAYANA,12,28.67
DEL ROSARIO,12,52.25
DIANA ESTHER,12,37.33
DIANA PAULINA,12,26.83
DIANA YADIRA,12,30.75
DIANA YAZMIN,12,33.33
DIMNA,12,41.75
DOLORES ELIZABETH,12,37.25
DORA EMILIA,12,47.83
DORA SILVIA,12,48.25
DULCE AZUCENA,12,29.25
DULCE VERONICA,12,30.67
EBELIA,12,40.83
EDITH PATRICIA,12,38.17
EDNA LORENA,12,37.92
ELIZABEHT,12,38.08
ELIZETH,12,30.75
ELSA ELIZABETH,12,34.42
ELSA LAURA,12,43.75
ELSA YOLANDA,12,47.5
ELVA MARGARITA,12,40.75
ELVA MARIA,12,41.08
ELVIA KARINA,12,30.75
ELVIA LETICIA,12,47.33
EMMA LILIA,12,45.83
ENIMIA,12,41.67
ERIKA CRISTINA,12,34.5
ERIKA DANIELA,12,28.67
ERIKA YANET,12,34.17
ERIKA YESENIA,12,28.25
ERMINIA,12,47
ERNESTA,12,45.83
ESTHER MARIA,12,43.58
EUDELIA,12,45.83
EUDOCIA,12,43.92
EVA ALEJANDRA,12,33.83
EVA GABRIELA,12,38.08
EVA MARGARITA,12,46.92
FANI,12,41.25
FATIMA DEL ROCIO,12,28.58
FLOR ALEJANDRA,12,36.08
FRANCISC,12,48.89
FRANCISCA ROSARIO,12,42.08
GABRIELA JOSEFINA,12,39.67
GEORGINA ALEJANDRA,12,31.83
GISELA GUADALUPE,12,33.92
GISSEL,12,29.92
GLORIA ESTHELA,12,43.33
GLORIA IRENE,12,38
GLORIA ROCIO,12,40.25
GRACIELA MARGARITA,12,45
GUADALUPE DEL,12,49.25
GUADALUPE GEORGINA,12,44.33
GUADALUPE JUDITH,12,46.67
GUADALUPE TERESA,12,46.08
HAYDEE GUADALUPE,12,39.17
HELEODORA,12,45.75
HERNANDEZ,12,43.3
IDALIA MARGARITA,12,32.25
ILIANA DEL CARMEN,12,37.58
IRMA CONCEPCION,12,40.5
IRMA LUZ,12,44.58
IRMA OLIVIA,12,46.92
ISALIA,12,45.25
IVONNE GUADALUPE,12,36.25
JACQUELINNE,12,34.25
JESSICA GABRIELA,12,29.17
JESSICA KARINA,12,29.67
JHOANA,12,29.92
JOSE,12,47.27
JOSE LUIS,12,45.13
JUANA IRIS,12,27.25
JUANA LORENA,12,39
JUANA MARIA DEL CARMEN,12,45.67
JUANA MARTINA,12,45.33
JUANITA GUADALUPE,12,36.17
JUDITH ADRIANA,12,34.75
JUDITH MARGARITA,12,43.42
JULIA ROSA,12,38.92
JULIETA GUADALUPE,12,47.58
KARINA DE JESUS,12,32.42
KARLA MARLENE,12,29.25
LARIZA,12,36.83
LAURA AZUCENA,12,33
LAURA CATALINA,12,44.25
LAURA JULIETA,12,37
LAURA MAGDALENA,12,41.5
LAURA ROSA,12,42.92
LAURA VIRGINIA,12,41
LETICIA ARACELI,12,39.33
LIDIA GABRIELA,12,36.17
LILIAM,12,40.33
LILIANA EDITH,12,32.58
LILIANA ISABEL,12,31.58
LOURDES DEL ROSARIO,12,43
LOURDES GABRIELA,12,37.58
LUCERO DEL CARMEN,12,35.75
LUCIA ALEJANDRA,12,31.83
LUCIA EDITH,12,35.92
LUCIA PATRICIA,12,43
LUCILA GUADALUPE,12,40.08
LUGARDA,12,43
LUZ EMILIA,12,41.58
LUZ SELENE,12,31
MA ANGELINA,12,50.58
MA DEL C,12,49.42
MA ELOISA,12,46.33
MA GUADAL,12,47.5
MA HILDA,12,47
MA JULIA,12,48.25
MA MARCELA,12,44.33
MA MARTA,12,50.08
MA NIEVES,12,52.58
MA ORALIA,12,50.17
MA PAZ,12,47.58
MA RAFAELA,12,50.75
MA SANDRA,12,44.75
MA. ADRIANA,12,36.92
MA. BELEN,12,42.33
MA. CATALINA,12,43.75
MA. ELIA,12,46
MA. FELICITAS,12,47.58
MA. SARA,12,45.83
MAGDA KARINA,12,28.83
MAGDALENA SOFIA,12,47.67
MANUELA DEL CARMEN,12,39.92
MARIA ADORACION,12,49
MARIA ANTONIET,12,48.25
MARIA CONCE,12,46
MARIA CRIS,12,48.75
MARIA DE LOS MILAGROS,12,37.58
MARIA DEL RE,12,51.58
MARIA EUGE,12,48.75
MARIA GERTRUDIS,12,48.58
MARIA GUDELIA,12,50
MARIA ILEANA,12,40.5
MARIA IRAIS,12,40.75
MARIA JAZMIN,12,29.33
MARIA LYDIA,12,50.25
MARIA MARISELA,12,48.75
MARIA OLIMPIA,12,48.42
MARIA ROMELIA,12,45.08
MARIA TERESA JESU,12,53.67
MARIA TERESITA DE JESUS,12,43.58
MARIA VELIA,12,43.33
MARIA YADIRA,12,38.25
MARIANA DEL CARMEN,12,33.5
MARIANA ISABEL,12,29.08
MARIELA DEL CARMEN,12,35.58
MARTA LAURA,12,46.58
MARTHA AIDE,12,42.08
MARTHA CELIA,12,43.75
MARTHA ELOISA,12,41.92
MARTHA PAOLA,12,31.83
MARYLU,12,36.08
MATIANA,12,51
MAYELA GUADALUPE,12,36.92
MAYRA JANET,12,30.08
MAYRA SELENE,12,31
MAYRA XOCHITL,12,37.92
MELBA,12,38.33
MERIT,12,35.25
MICHEL,12,30.86
MIREYA DEL CARMEN,12,43.25
MIRIAM BEATRIZ,12,41
MIRIAM CRISTINA,12,32.58
MIRNA GABRIELA,12,35.67
MONICA IVONNE,12,37.5
MONICA LIZBETH,12,30
MONICA ROCIO,12,34.17
MONSERRATH,12,29.92
MYRIAM GUADALUPE,12,30.17
NADYA,12,34.08
NANCY ABIGAIL,12,31.08
NANCY DEL CARMEN,12,36.5
NANCY LILIANA,12,33.25
NANCY LIZBETH,12,27.58
NEFTALI,12,38.45
NEIRA,12,40
NELSY,12,31.67
NERIDA,12,38.92
NIDIA ESTHER,12,42.08
NORA CECILIA,12,38.42
NORA ELVA,12,43.08
NORA NELLY,12,38.25
NORMA ANGE,12,45.92
NORMA CAROLINA,12,33.33
NORMA CONCEPCION,12,42.67
NORMA FABIOLA,12,33.33
NORMA MIREYA,12,45.17
NORMA NOEMI,12,39.67
NORMA PATRIC,12,45.17
OLGA YADIRA,12,39.42
OLIVIA MARGARITA,12,41.33
PANFILA,12,51.08
PATRICIA IRENE,12,44.17
PERLA BEATRIZ,12,34.5
PERLA BERENICE,12,27.75
PERLA DEL ROSARIO,12,34.83
PERLA GABRIELA,12,32.08
PERLA MARGARITA,12,30.42
PRAXEDIS,12,45.24
PRIMITIVA,12,46
REBECA GUADALUPE,12,43.42
REYNA BEATRIZ,12,36.5
REYNA CECILIA,12,36.08
REYNA XOCHITL,12,37.5
ROCIO MARIBEL,12,35
ROSA BLANCA,12,44.85
ROSA DE JESUS,12,45.42
ROSA ELIDA,12,45.08
ROSA KARINA,12,32.92
ROSA LORENA,12,41.25
ROSA MAGDALENA,12,39.83
ROSA MARTINA,12,45.5
ROSA MIRIAM,12,41
ROSA NIDIA,12,49.75
ROSANGEL,12,37.67
ROSARIO ISABEL,12,40.58
ROSARIO MARGARITA,12,37.67
ROSSI,12,36.92
RUBISELA,12,39.33
RUTH ARACELI,12,42.5
SANDRA ESTELA,12,38.17
SANDRA INES,12,40.08
SANDRA JANET,12,31.58
SANDRA LAURA,12,36.08
SANDRA SUSANA,12,36.92
SANTA CECILIA,12,34.67
SILVIA BERENICE,12,32.17
SILVIA MERCEDES,12,43.17
SONIA YADIRA,12,39.33
STEPHANY,12,25.17
SUJEY,12,30.92
SUSAN,12,33.42
TANIA ALEJANDRA,12,28.5
TERESITA DE,12,42.25
VERONICA AZUCENA,12,34.25
VERONICA BEATRIZ,12,35.42
VERONICA DEL SOCORRO,12,40.75
VIOLA,12,44
VIRGINIA MARGARITA,12,44.33
WENDY ALEJANDRA,12,28.42
WENDY CAROLINA,12,31.67
WENDY FABIOLA,12,30.5
WENDY LETICIA,12,32.83
YANIN,12,33.83
YARIELA,12,33.25
YOLANDA MARIA,12,49.17
ZOILA ESPERANZA,12,49
ZULEYKA,12,35.58
ADA LILIA,11,40.36
ADELMA,11,44.09
ADRIANA ELENA,11,34.91
ADRIANA ROCIO,11,37
ADRIANA TERESA,11,41.36
ADULFA,11,49.18
AIDE GUADALUPE,11,34.91
ALBA GABRIELA,11,34.73
ALEJANDRA LETICIA,11,37.27
ALEXIS,11,33.11
ALMA CONSUELO,11,45.45
ALMA JANETH,11,30.36
ALMA LUISA,11,35.55
ALMA NALLELY,11,25.73
ALMA ROSARIO,11,38.58
ALMA SOFIA,11,35.09
ALMA VELIA,11,42.64
ALMA VICTORIA,11,32.27
ALMA YANET,11,31.55
ANA DE JESUS,11,41.64
ANA EMILIA,11,40.09
ANA MAGDALENA,11,38.55
ANA MARI,11,47.09
ANA MARISOL,11,35
ANA MAYRA,11,30.55
ANA YAZMIN,11,29.36
ANALINE,11,39
ANCELMA,11,39.82
ANGELICA DEL ROSARIO,11,41.91
ANGELICA GABRIELA,11,42
ANGELICA NOEMI,11,34.18
ANICETA,11,46.09
ARICELA,11,39.09
ARNULFA,11,44.27
AURORA PATRICIA,11,42.18
AYERIM,11,24.91
AZMINDA,11,43.09
BEATRIZ CONCEPCION,11,41.09
BEATRIZ MARGARITA,11,41.09
BERENICE GUADALUPE,11,31.18
BERTHA ALEJANDRA,11,37.27
BERTHA BEATRIZ,11,38.64
BERTHA DEL CARMEN,11,43.45
BERTHA GABRIELA,11,38
BERTHA IRENE,11,45.36
BERTHA LIDIA,11,44.27
BERTHA YOLANDA,11,48.83
BLANCA ESPERANZA,11,44.42
BLANCA LOURDES,11,43.09
BLANCA NELY,11,39.91
BLANCA NOHEMI,11,41.36
BRENDA AZUCENA,11,29
BRENDA BEATRIZ,11,30.27
BRENDA GABRIELA,11,29.36
BRENDA SUSANA,11,30.18
BRISSA,11,34.36
CARLOS,11,45.34
CARMEN CRISTINA,11,38.09
CARMEN LILIA,11,43.36
CARMEN ROSARIO,11,40.73
CARMEN VERONICA,11,35.45
CECILIA ALEJANDRA,11,31.36
CECILIA PATRICIA,11,42.45
CELIA PATRICIA,11,36.82
CELINDA,11,45.18
CESAREA,11,41.45
CIBELES,11,38.55
CINDY GUADALUPE,11,26.73
CITLALI GUADALUPE,11,29
CLARA AURORA,11,42.55
CLARA PATRICIA,11,38.82
CLAUDIA ANDREA,11,33.36
CLAUDIA ARACELY,11,34.82
CLAUDIA DEL ROCIO,11,35.64
CLAUDIA ESTHELA,11,37.36
CLAUDIA GEORGINA,11,34
CLAUDIA ILIANA,11,37.82
CLAUDIA IMELDA,11,34.27
CLAUDIA MAYELA,11,35.36
CLAUDIA MIREYA,11,38.27
CONCEPCION MARIA,11,46.27
CRISEIDA,11,40.64
CRISTABEL,11,33.64
CRUZ GUADALUPE,11,38.14
DACIA,11,41.91
DANIELA MARIA,11,28.55
DEL SOCORRO,11,47.09
DELIA ISABEL,11,37.73
DENISSE ADRIANA,11,28.36
DENISSE ALEJANDRA,11,27.55
DEVORA,11,39.09
DIANA ARACELY,11,33.27
DIANA GRISELDA,11,37.55
DIANA MARICELA,11,34.73
DIANA MINERVA,11,38.91
DIANA MONSERRAT,11,25.36
DIANA RUTH,11,36.27
DINA MARIA,11,40.55
DINORA GUADALUPE,11,37.91
DOLORES ALICIA,11,48
DOLORES MARGARITA,11,45.18
DORA BEATRIZ,11,46.18
DORA ELISA,11,40.09
DORA ELVA,11,44.27
DORA ELVIA,11,47.73
DULCE ANGELICA,11,28.27
EDEN,11,36.91
EDUVINA,11,45.18
ELBA GUADALUPE,11,39.09
ELBA ROSA,11,43.18
ELBIA,11,41.45
ELENA PATRICIA,11,42.27
ELIA PATRICIA,11,42.82
ELISAMA,11,34.25
ELIZABETH ALEJANDRA,11,29.73
ELIZAMA,11,42.09
ELSA MIREYA,11,43.64
ELVIA ESTHER,11,43.91
ELVIA LUZ,11,45.73
EMILIA GUADALUPE,11,41.73
EMMA ALICIA,11,43.64
ENCARNACION,11,49.71
ERIKA ARACELI,11,34.45
ERIKA DE JESUS,11,31.36
ERIKA GRACIELA,11,33.64
ERIKA SUSANA,11,32.36
ESMERALDA DEL CARMEN,11,36.82
ESMERALDA ELIZABETH,11,29.73
EVA ADRIANA,11,39.09
EVA ANGELICA,11,42.73
EVILA,11,46.45
FABIOLA BERENICE,11,30.64
